Book Name,Book Author,Price,URL
"The Roman Breviary. Reformed by Order of the Holy Oecumenical Council of Trent, Etc","by John, Marquess of Bute (trans.)",£450.99,https://wob.com/en-gb/rare-books/john-marquess-of-bute-trans/the-roman-breviary-reformed-by-order-of-the-holy-oecumenical-council-of-trent-et/1697631344BWM
Not So Quiet... Stepdaughters Of War [Signed Limited Edition],by Helen Zenna Smith,£446.49,https://wob.com/en-gb/rare-books/helen-zenna-smith/not-so-quiet-stepdaughters-of-war-signed-limited-edition/1698052948ALK
"Behind the Scenes, Or, Thirty Years A Slave, And Four Years In The White House",by Elizabeth Keckley,£408.99,https://wob.com/en-gb/rare-books/elizabeth-keckley/behind-the-scenes-or-thirty-years-a-slave-and-four-years-in-the-white-house/1701083032BLG
"The New Universal Traveller: Containing A Full And Distinct Account Of All The Empires, Kingdoms, And States, In The Known World",by J. Carver,£405.99,https://wob.com/en-gb/rare-books/j-carver/the-new-universal-traveller-containing-a-full-and-distinct-account-of-all-the-em/1698858580DPB
Gustavus Vasa and His Stirring Times,by Albert Alberg,£405.99,https://wob.com/en-gb/rare-books/albert-alberg/gustavus-vasa-and-his-stirring-times/1698760146CAB
The Curiosities of Industry and the Applied Sciences,by George Dodd,£405.99,https://wob.com/en-gb/rare-books/george-dodd/the-curiosities-of-industry-and-the-applied-sciences/1698056345ADA
India And Its Native Princes: Travels In Central India And In The Presidencies Of Bombay And Bengal,by Louis Rousselet,£380.19,https://wob.com/en-gb/rare-books/louis-rousselet/india-and-its-native-princes-travels-in-central-india-and-in-the-presidencies-of/1690194264MXP
The Gyroscope: Its Practical Construction and Application,by P. P. Schilovsky,£375.99,https://wob.com/en-gb/rare-books/p-p-schilovsky/the-gyroscope-its-practical-construction-and-application/1699965451LEE
"Orbis Sensualium Pictus, Visible World; Or, A Nomenclature, And Pictures",by Joh. Amos Commenius,£374.09,https://wob.com/en-gb/rare-books/joh-amos-commenius/orbis-sensualium-pictus-visible-world-or-a-nomenclature-and-pictures/1686233758MXP
Le Petit Prince,by Antoine De Saint-Exupery,£368.99,https://wob.com/en-gb/rare-books/antoine-de-saint-exupery/le-petit-prince/1694080574LEE
Les Vrayes Centuries et Propheties de Maistre Michel Nostradamus,by Anon,£365.49,https://wob.com/en-gb/rare-books/anon/les-vrayes-centuries-et-propheties-de-maistre-michel-nostradamus/1696490614IEV
The Preparation of Programs for an Electronic Digital Computer,by M.V.Wilkes,£364.09,https://wob.com/en-gb/rare-books/m-v-wilkes/the-preparation-of-programs-for-an-electronic-digital-computer/1687189576ANC
The Last Voyage of the Albatross,by Chuck Gieg and Felix Sutton,£364.09,https://wob.com/en-gb/rare-books/chuck-gieg-and-felix-sutton/the-last-voyage-of-the-albatross/1686907653TMB
Eighteenpence,by R. E. Obeng,£360.99,https://wob.com/en-gb/rare-books/r-e-obeng/eighteenpence/1698078911DPB
The Cocktail Book,by Unstated,£360.99,https://wob.com/en-gb/rare-books/unstated/the-cocktail-book/1697624204DPB
The Way of Initiation or How to Attain Knowledge of the Higher Worlds,by Rudolf Steiner,£360.99,https://wob.com/en-gb/rare-books/rudolf-steiner/the-way-of-initiation-or-how-to-attain-knowledge-of-the-higher-worlds/1695826035ABS
Robbers and Soldiers,by Albert Ehrenstein,£360.99,https://wob.com/en-gb/rare-books/albert-ehrenstein/robbers-and-soldiers/1695824847ABS
Father Alfred's Elements of Knowledge,by Rev W. Fletcher,£350.99,https://wob.com/en-gb/rare-books/rev-w-fletcher/father-alfred-s-elements-of-knowledge/1702379340DPB
Civilization and Its Discontents [First English Edition],by Sigmund Freud (Joan Riviere (Trans.)),£350.99,https://wob.com/en-gb/rare-books/sigmund-freud-joan-riviere-tra/civilization-and-its-discontents-first-english-edition/1701435531CAB
History of British Birds. Vol. I. Containing the History and Description of Land Birds,by Various,£345.19,https://wob.com/en-gb/rare-books/various/history-of-british-birds-vol-i-containing-the-history-and-description-of-land-bi/1693845276LEE
Gunmen's Holiday [First Edition],by Maxwell Knight,£336.79,https://wob.com/en-gb/rare-books/maxwell-knight/gunmen-s-holiday-first-edition/1687852721ADA
Picturesque Musselburgh and Its Golf Links,by William Charles Maughan,£324.99,https://wob.com/en-gb/rare-books/william-charles-maughan/picturesque-musselburgh-and-its-golf-links/1692095688ADA
Zatopek the Marathon Victor: A Reportage on the World's Greatest Long-Distance Runner [Multi-Signed],by Frantisek Kozik,£324.99,https://wob.com/en-gb/rare-books/frantisek-kozik/zatopek-the-marathon-victor-a-reportage-on-the-world-s-greatest-long-distance-ru/1691738457IEV
Moonraker [1959 Reprint],by Ian Fleming,£319.89,https://wob.com/en-gb/rare-books/ian-fleming/moonraker-1959-reprint/1685980053LEE
Mock Beggar Hall,by Robert Graves,£315.99,https://wob.com/en-gb/rare-books/robert-graves/mock-beggar-hall/1699028628GEO
How Money Makes Money,by Duncans,£304.69,https://wob.com/en-gb/rare-books/duncans/how-money-makes-money/1696949600MXP
"The Kingdom Of God Is Within You: or, Christianity not as a Mystic Doctrine but as a New Life-Conception",by Count Leo Tolstoi,£304.69,https://wob.com/en-gb/rare-books/count-leo-tolstoi/the-kingdom-of-god-is-within-you-or-christianity-not-as-a-mystic-doctrine-but-as/1693554435IEV
"King Arthur, A Drama in a Prologue and Four Acts",by J. Comyns Carr,£303.19,https://wob.com/en-gb/rare-books/j-comyns-carr/king-arthur-a-drama-in-a-prologue-and-four-acts/1687951687ADA
The History Of England From The Invasion Of Julius Caesar To The Accession Of Henry VII. Volume I [First Edition],by David Hume,£300.99,https://wob.com/en-gb/rare-books/david-hume/the-history-of-england-from-the-invasion-of-julius-caesar-to-the-accession-of-he/1702303391ALK
The History Of England From The Invasion Of Julius Caesar To The Accession Of Henry VII. Volume II [First Edition],by David Hume,£300.99,https://wob.com/en-gb/rare-books/david-hume/the-history-of-england-from-the-invasion-of-julius-caesar-to-the-accession-of-he/1702303259ALK
Book Name,Book Author,Price,URL
The History of Great Britain Volume II: Containing the Commonwealth and the Reigns of Charles II and James II [First Edition],by David Hume,£300.99,https://wob.com/en-gb/rare-books/david-hume/the-history-of-great-britain-volume-ii-containing-the-commonwealth-and-the-reign/1702303035ALK
The History of Great Britain Volume I: Containing the Reigns of James I and Charles I [First Edition],by David Hume,£300.99,https://wob.com/en-gb/rare-books/david-hume/the-history-of-great-britain-volume-i-containing-the-reigns-of-james-i-and-charl/1702302899ALK
Footprints In Malaya,by Frank Swettenham,£300.99,https://wob.com/en-gb/rare-books/frank-swettenham/footprints-in-malaya/1702033505CAB
The Drinker [First UK Edition],by Hans Fallada,£300.99,https://wob.com/en-gb/rare-books/hans-fallada/the-drinker-first-uk-edition/1701946446CAB
An Agricultural Testament,by Sir Albert Howard,£300.99,https://wob.com/en-gb/rare-books/sir-albert-howard/an-agricultural-testament/1701244395ADA
Man into Woman: An Authentic Record of a Change of Sex,by Niels Hoyer (ed.),£300.99,https://wob.com/en-gb/rare-books/niels-hoyer-ed/man-into-woman-an-authentic-record-of-a-change-of-sex/1698060955MHP
The Legacy of Asia and Western Man a Study of the Middle Way,by Alan W. Watts,£293.49,https://wob.com/en-gb/rare-books/alan-w-watts/the-legacy-of-asia-and-western-man-a-study-of-the-middle-way/1698407980MXP
The Fall Of Torngak or The Moravian Mission on the Coast of Labrador,by Rev. J.W. Davey,£284.49,https://wob.com/en-gb/rare-books/rev-j-w-davey/the-fall-of-torngak-or-the-moravian-mission-on-the-coast-of-labrador/1693309354ADA
The Book of Tao and Teh: Being the Tao Teh King of Lao Tse Done in English,by Dorothy Manners and Margaret Ault,£276.19,https://wob.com/en-gb/rare-books/dorothy-manners-and-margaret-a/the-book-of-tao-and-teh-being-the-tao-teh-king-of-lao-tse-done-in-english/1672926249SEL
"Through the Looking-Glass, and What Alice Found There",by Lewis Carroll,£275.99,https://wob.com/en-gb/rare-books/lewis-carroll/through-the-looking-glass-and-what-alice-found-there/1704292076ALK
Vanishing Dublin,by Flora H Mitchell,£275.99,https://wob.com/en-gb/rare-books/flora-h-mitchell/vanishing-dublin/1703846656LEE
The Spy Who Loved Me [First Edition],by Ian Fleming & Vivienne Michel,£275.99,https://wob.com/en-gb/rare-books/ian-fleming-vivienne-michel/the-spy-who-loved-me-first-edition/1702636801CAB
On My Own [Signed],by Eleanor Roosevelt,£270.99,https://wob.com/en-gb/rare-books/eleanor-roosevelt/on-my-own-signed/1698923457CAB
Pray Silence,by Manning Coles,£270.99,https://wob.com/en-gb/rare-books/manning-coles/pray-silence/1691992099MHP
Keith and Costa Rica: A Biographical Study of Minor Cooper Keith,by Watt Stewart,£260.99,https://wob.com/en-gb/rare-books/watt-stewart/keith-and-costa-rica-a-biographical-study-of-minor-cooper-keith/1703171468CAB
Your Puppetry (Your Homecrafts Series; No.11),by John S. B.Wright,£256.09,https://wob.com/en-gb/rare-books/john-s-b-wright/your-puppetry-your-homecrafts-series-no-11/1693212293ADA
The Sphere And Duties Of Government,by Baron Wilhelm Von Humboldt,£251.19,https://wob.com/en-gb/rare-books/baron-wilhelm-von-humboldt/the-sphere-and-duties-of-government/1692275520GEO
"Baron's Court, All Change",by Terry Taylor,£250.99,https://wob.com/en-gb/rare-books/terry-taylor/baron-s-court-all-change/1701864172ALK
The India We Served,by Sir Walter Roper Lawrence,£250.99,https://wob.com/en-gb/rare-books/sir-walter-roper-lawrence/the-india-we-served/1699970437MEP
Big Game Hunting in Manchuria,by N. Baikov,£250.99,https://wob.com/en-gb/rare-books/n-baikov/big-game-hunting-in-manchuria/1699637983LEE
Book Of Legendary Spells,by Elbee Wright,£250.99,https://wob.com/en-gb/rare-books/elbee-wright/book-of-legendary-spells/1698323220IEV
By Grand Central Station I Sat Down and Wept [First Edition],by Elizabeth Smart,£250.79,https://wob.com/en-gb/rare-books/elizabeth-smart/by-grand-central-station-i-sat-down-and-wept-first-edition/1680791005GEO
Dr.D.Duncan Main of Hangchow,by Kingston De Gruche,£249.09,https://wob.com/en-gb/rare-books/kingston-de-gruche/dr-d-duncan-main-of-hangchow/1694514341ABS
"Mere Christianity - A Revised And Amplified Edition, With A New Introduction, Of The Three Books Broadcast Talks, Christian Behaviour, And Beyond Personality",by C. S. Lewis,£248.49,https://wob.com/en-gb/rare-books/c-s-lewis/mere-christianity-a-revised-and-amplified-edition-with-a-new-introduction-of-the/1698219063IEV
The Golden Star - A Mystic Crescendo in Twelve Visions,by J. Michaud,£244.99,https://wob.com/en-gb/rare-books/j-michaud/the-golden-star-a-mystic-crescendo-in-twelve-visions/1690980827DPB
The Mask of Sanity: An Attempt to Reinterpret the So-called Psychopathic Personality,by Hervey Cleckley,£243.99,https://wob.com/en-gb/rare-books/hervey-cleckley/the-mask-of-sanity-an-attempt-to-reinterpret-the-so-called-psychopathic-personal/1698045078ALK
The Bee. A Selection of Poetical Flowers From The Most Approved Authors,by Various,£243.99,https://wob.com/en-gb/rare-books/various/the-bee-a-selection-of-poetical-flowers-from-the-most-approved-authors/1696405902ALK
Texas Quail Rigs,by A. Lokey,£243.99,https://wob.com/en-gb/rare-books/a-lokey/texas-quail-rigs/1694703841ABS
Three Years Among The Working-Classes in the United States During the War,by Unstated,£243.99,https://wob.com/en-gb/rare-books/unstated/three-years-among-the-working-classes-in-the-united-states-during-the-war/1692272378LEE
Bommeloen og Karmoen Med Omgivelser Geologisk Beskrevne,by Hans Reusch,£243.99,https://wob.com/en-gb/rare-books/hans-reusch/bommeloen-og-karmoen-med-omgivelser-geologisk-beskrevne/1691684390CRD
The State Theory Of Money,by Georg Friedrich Knapp,£241.99,https://wob.com/en-gb/rare-books/georg-friedrich-knapp/the-state-theory-of-money/1689838093TMB
"The 9th Gurkha Rifles, 1817-1936",by F. S. Poynder,£240.99,https://wob.com/en-gb/rare-books/f-s-poynder/the-9th-gurkha-rifles-1817-1936/1702913583DPB
Essays on Various Subjects: By the Author of Reflections on the Seven Days of the Week - Vol II,by Unstated,£237.19,https://wob.com/en-gb/rare-books/unstated/essays-on-various-subjects-by-the-author-of-reflections-on-the-seven-days-of-the/1701855744ALK
Back to the Future #1 - Zbox Exclusive Grays Sports Almanac Variant,by Bob Gale,£237.19,https://wob.com/en-gb/rare-books/bob-gale/back-to-the-future-1-zbox-exclusive-grays-sports-almanac-variant/1698405576ADA
Civil Defence,by Terence O'Brien,£234.99,https://wob.com/en-gb/rare-books/terence-o-brien/civil-defence/1698421318DPB
The Ruin of Zululand Volume 1,by Frances Ellen Colenso,£230.49,https://wob.com/en-gb/rare-books/frances-ellen-colenso/the-ruin-of-zululand-volume-1/1699613427BWS
From Russia with Love [Reprint],by Ian Fleming,£225.99,https://wob.com/en-gb/rare-books/ian-fleming/from-russia-with-love-reprint/1701256854IEV
Lorna Doone: A Romance of Exmoor (Lynton Edition),by R. D. Blackmore,£225.99,https://wob.com/en-gb/rare-books/r-d-blackmore/lorna-doone-a-romance-of-exmoor-lynton-edition/1699435286GIL
Practical Observations in Surgery,by Henry Earle,£225.99,https://wob.com/en-gb/rare-books/henry-earle/practical-observations-in-surgery/1699017185BAB
Picture Story Of Preparing Tea,by Anon,£225.99,https://wob.com/en-gb/rare-books/anon/picture-story-of-preparing-tea/1698330277MXP
The Picture Story Of Chen Shan and Wu Niang Of Sung Dynasty China,by Anon,£225.99,https://wob.com/en-gb/rare-books/anon/the-picture-story-of-chen-shan-and-wu-niang-of-sung-dynasty-china/1698310024IEV
Anne Of Green Gables,by L. M. Montgomery,£225.99,https://wob.com/en-gb/rare-books/l-m-montgomery/anne-of-green-gables/1698072965MXP
When The Cook Is Away,by Catherine Ives,£225.99,https://wob.com/en-gb/rare-books/catherine-ives/when-the-cook-is-away/1695968328ADA
Art Versus Illness - A Story Of Art Therapy,by Adrian Hill,£225.99,https://wob.com/en-gb/rare-books/adrian-hill/art-versus-illness-a-story-of-art-therapy/1695801138MHP
Emma,by Jane Austen,£225.99,https://wob.com/en-gb/rare-books/jane-austen/emma/1695134633IEV
Brave New World,by Aldous Huxley,£223.69,https://wob.com/en-gb/rare-books/aldous-huxley/brave-new-world/1697439084ADA
"The Poetical Works of Coleridge, Shelley, and Keats. Complete In One Volume","by Coleridge, Shelley, Keats",£223.29,https://wob.com/en-gb/rare-books/coleridge-shelley-keats/the-poetical-works-of-coleridge-shelley-and-keats-complete-in-one-volume/1698335855BGB
"Voyages de Corneille de Bruyn par la Moscovie, en Perse, et aux Indes Orientales - Tome Cinquieme",by Cornelius Le Bruyn,£220.99,https://wob.com/en-gb/rare-books/cornelius-le-bruyn/voyages-de-corneille-de-bruyn-par-la-moscovie-en-perse-et-aux-indes-orientales-t/1701711978DPB
Book Name,Book Author,Price,URL
Speeches on Zionism,by Earl of Balfour,"£180,99",https://wob.com/en-gb/rare-books/earl-of-balfour/speeches-on-zionism/1700490161IEV
"Barbados Annual Financial Reports for 1874 and 1875, With Four Papers Related to the Disturbances in Barbados",by Various,"£180,99",https://wob.com/en-gb/rare-books/various/barbados-annual-financial-reports-for-1874-and-1875-with-four-papers-related-to/1698860559DPB
The Origin of Species,by Charles Darwin,"£180,99",https://wob.com/en-gb/rare-books/charles-darwin/the-origin-of-species/1698402145BWS
The Man with the Golden Gun [First Edition],by Ian Fleming,"£180,99",https://wob.com/en-gb/rare-books/ian-fleming/the-man-with-the-golden-gun-first-edition/1698148202IEV
Attic Black-Figure Vase-Painters,by J. D. Beazley,"£180,99",https://wob.com/en-gb/rare-books/j-d-beazley/attic-black-figure-vase-painters/1698145786MHP
Rolls-Royce Limited: Investigation Under Section 165 A I Of The Companies Act 1948,by R. A. MacCrindle P. Godfrey,"£180,99",https://wob.com/en-gb/rare-books/r-a-maccrindle-p-godfrey/rolls-royce-limited-investigation-under-section-165-a-i-of-the-companies-act-194/1697645119DPB
Hide and Seek: The Story of a War-Time Agent,by Xan Fielding,"£175,99",https://wob.com/en-gb/rare-books/xan-fielding/hide-and-seek-the-story-of-a-war-time-agent/1701185934CTS
The Tap on the Left Shoulder,by Ricardo Sicre,"£175,99",https://wob.com/en-gb/rare-books/ricardo-sicre/the-tap-on-the-left-shoulder/1695989395IEV
The Lord God Made Them All,by James Herriot,"£170,99",https://wob.com/en-gb/rare-books/james-herriot/the-lord-god-made-them-all/1696230661ADA
"The Lion, The Witch And The Wardrobe",by C.S. Lewis,"£169,69",https://wob.com/en-gb/rare-books/c-s-lewis/the-lion-the-witch-and-the-wardrobe/1700656120ABS
NEEDS MUST... The History of the Inns Of Court Regiment 1940 - 1945,by A. F. Taggart,"£169,69",https://wob.com/en-gb/rare-books/a-f-taggart/needs-must-the-history-of-the-inns-of-court-regiment-1940-1945/1699465921GMX
Warleggan: A Novel of Cornwall,by Winston Graham,"£169,69",https://wob.com/en-gb/rare-books/winston-graham/warleggan-a-novel-of-cornwall/1698158014MXP
Infancy in Uganda: Infant Care and the Growth of Love,by Mary D. Salter Ainsworth,"£165,89",https://wob.com/en-gb/rare-books/mary-d-salter-ainsworth/infancy-in-uganda-infant-care-and-the-growth-of-love/1700126027CAB
Mr Never-Lost. A Story for Children Between the Ages of Eight and Eighty,by A. Turnbull,"£162,99",https://wob.com/en-gb/rare-books/a-turnbull/mr-never-lost-a-story-for-children-between-the-ages-of-eight-and-eighty/1704714445LEE
The Connexion of the Physical Sciences,by Mary Somerville,"£162,99",https://wob.com/en-gb/rare-books/mary-somerville/the-connexion-of-the-physical-sciences/1700045660CAB
Anecdotes of Lord Nelson,by G. S. Parsons,"£162,99",https://wob.com/en-gb/rare-books/g-s-parsons/anecdotes-of-lord-nelson/1699597801ADA
Robert Stewart Viscount Castlereagh,by The Marchioness of Londonderry,"£162,99",https://wob.com/en-gb/rare-books/the-marchioness-of-londonderry/robert-stewart-viscount-castlereagh/1699261312BAB
The Doors Of Perception,by Aldous Huxley,"£162,99",https://wob.com/en-gb/rare-books/aldous-huxley/the-doors-of-perception/1699258359ALK
Parade of Pleasure,by Geoffrey Wagner,"£162,99",https://wob.com/en-gb/rare-books/geoffrey-wagner/parade-of-pleasure/1699014649BAB
When the Cook is Away,by Catherine Ives,"£162,99",https://wob.com/en-gb/rare-books/catherine-ives/when-the-cook-is-away/1695794336ALK
Where the Gods Reign: Plants and People of the Colombian Amazon,by Richard Evans Schultes,"£162,99",https://wob.com/en-gb/rare-books/richard-evans-schultes/where-the-gods-reign-plants-and-people-of-the-colombian-amazon/1695633690ALK
Picturesque Views of Public Edifices in Paris,by Messrs. Segard and Testard,"£158,89",https://wob.com/en-gb/rare-books/messrs-segard-and-testard/picturesque-views-of-public-edifices-in-paris/1696939564ABS
Corentyne Thunder,by Edgar Mittelholzer,"£158,49",https://wob.com/en-gb/rare-books/edgar-mittelholzer/corentyne-thunder/1699367710BWK
Alice's Adventures in Wonderland,by Lewis Carroll,"£158,49",https://wob.com/en-gb/rare-books/lewis-carroll/alice-s-adventures-in-wonderland/1696398854ADA
A Popular Guide To The Heavens,by Sir Robert Stawell Ball,"£155,69",https://wob.com/en-gb/rare-books/sir-robert-stawell-ball/a-popular-guide-to-the-heavens/1697043379LEE
Myth and Religion of the North: The Religion of Ancient Scandinavia,by E O G Turville Petre,"£154,89",https://wob.com/en-gb/rare-books/e-o-g-turville-petre/myth-and-religion-of-the-north-the-religion-of-ancient-scandinavia/1697125407ANA
Emma,by Jane Austen,"£152,89",https://wob.com/en-gb/rare-books/jane-austen/emma/1697008231ADA
The Way,by Joseph Mary Escriva,"£151,29",https://wob.com/en-gb/rare-books/joseph-mary-escriva/the-way/1699026784GEO
India's Fighters,by Saint Nihal Singh,"£150,99",https://wob.com/en-gb/rare-books/saint-nihal-singh/india-s-fighters/1704719441ADA
Ferroelectricity in Crystals,by Helen D. Megaw,"£150,99",https://wob.com/en-gb/rare-books/helen-d-megaw/ferroelectricity-in-crystals/1704460178ADA
"The Great Book Of Magical Art, Hindu Magic And Indian Occultism And The Book Of Secret Hindu, Ceremonial, And Talismanic Magic In One Volume",by L.W. de Laurence,"£150,99",https://wob.com/en-gb/rare-books/l-w-de-laurence/the-great-book-of-magical-art-hindu-magic-and-indian-occultism-and-the-book-of-s/1703861277CAB
Hong Kong,by Harold Ingrams,"£150,99",https://wob.com/en-gb/rare-books/harold-ingrams/hong-kong/1703851213CAB
The Blampied Edition of Peter Pan: The Original Text of Peter & Wendy,by J. M. Barrie,"£150,99",https://wob.com/en-gb/rare-books/j-m-barrie/the-blampied-edition-of-peter-pan-the-original-text-of-peter-wendy/1703781186MXP
1700 Cocktails For The Man Behind The Bar,by R. De Fleury,"£150,99",https://wob.com/en-gb/rare-books/r-de-fleury/1700-cocktails-for-the-man-behind-the-bar/1703071004CTS
The Jungle Book,by Rudyard Kipling,"£150,99",https://wob.com/en-gb/rare-books/rudyard-kipling/the-jungle-book/1703068804CAB
You Only Live Twice [First Edition First State],by Ian Fleming,"£150,99",https://wob.com/en-gb/rare-books/ian-fleming/you-only-live-twice-first-edition-first-state/1702574539ABS
County Kerry Past and Present,by Jeremiah King,"£150,99",https://wob.com/en-gb/rare-books/jeremiah-king/county-kerry-past-and-present/1702481110DPB
"Miscellaneous Works Bound Together including Descriptive Particulars of the Old House of Tewkesbury, Holme Castle; Handbook to Chester Cathedral; Authorised Guide to the Tower of London; A Short Sketc",by Various,"£150,99",https://wob.com/en-gb/rare-books/various/miscellaneous-works-bound-together-including-descriptive-particulars-of-the-old/1702391289ALK
"Methode Cassagne; Le Dessin Pour Tous - Premiere Partie: Elements, Cinquieme Serie, Books 1-12",by Unstated,"£150,99",https://wob.com/en-gb/rare-books/unstated/methode-cassagne-le-dessin-pour-tous-premiere-partie-elements-cinquieme-serie-bo/1702386857ALK
Hemingway Folio Society Set -Five Novels: The Sun Also Rises. A Farewell To Arms. To Have And Have Not. The Old Man And The Sea. For Whom The Bell Tolls,by Ernest Hemingway,"£150,99",https://wob.com/en-gb/rare-books/ernest-hemingway/hemingway-folio-society-set-five-novels-the-sun-also-rises-a-farewell-to-arms-to/1702303073DPB
Tell Them In Sparta,by Roderick Milton,"£150,99",https://wob.com/en-gb/rare-books/roderick-milton/tell-them-in-sparta/1702021461ADA
Mrs Dalloway,by Virginia Woolf,"£150,99",https://wob.com/en-gb/rare-books/virginia-woolf/mrs-dalloway/1701955374ABS
"The Complete Winnie The Pooh. Three Volumes Set Comprising Winnie The Pooh, The House At Pooh Corner And The Complete Poems For Christopher Robin [Folio Society Edition with Slipcase]",by A.A. Milne,"£150,99",https://wob.com/en-gb/rare-books/a-a-milne/the-complete-winnie-the-pooh-three-volumes-set-comprising-winnie-the-pooh-the-ho/1701777703ADA
The Truce: A Survivor's Journey Home from Auschwitz,by Primo Levi,"£150,99",https://wob.com/en-gb/rare-books/primo-levi/the-truce-a-survivor-s-journey-home-from-auschwitz/1701701115ABS
Biggles And The Noble Lord [First Edition],by Captain W. E. Johns,"£150,99",https://wob.com/en-gb/rare-books/captain-w-e-johns/biggles-and-the-noble-lord-first-edition/1701444009CAB
The Oregon Trail,by Francis Parkman,"£150,99",https://wob.com/en-gb/rare-books/francis-parkman/the-oregon-trail/1701271025IEV
When Marnie Was There,by Joan G. Robinson,"£150,99",https://wob.com/en-gb/rare-books/joan-g-robinson/when-marnie-was-there/1701265281MXP
Birket Foster - His Life And Work,by Marcus Huish,"£150,99",https://wob.com/en-gb/rare-books/marcus-huish/birket-foster-his-life-and-work/1701257446CAB
Book Name,Book Author,Price,URL
The Origin of Species,by Charles Darwin,£180.99,https://wob.com/en-gb/rare-books/charles-darwin/the-origin-of-species/1698402145BWS
The Man with the Golden Gun [First Edition],by Ian Fleming,£180.99,https://wob.com/en-gb/rare-books/ian-fleming/the-man-with-the-golden-gun-first-edition/1698148202IEV
Attic Black-Figure Vase-Painters,by J. D. Beazley,£180.99,https://wob.com/en-gb/rare-books/j-d-beazley/attic-black-figure-vase-painters/1698145786MHP
Rolls-Royce Limited: Investigation Under Section 165 A I Of The Companies Act 1948,by R. A. MacCrindle P. Godfrey,£180.99,https://wob.com/en-gb/rare-books/r-a-maccrindle-p-godfrey/rolls-royce-limited-investigation-under-section-165-a-i-of-the-companies-act-194/1697645119DPB
